ProbNum,Nvars,NClauses,LitsPerClause,Result,ExecTime(us)
3,4,9,218,U,1,31
4,4,9,218,S,1,7,1,0,0,0
5,4,9,218,S,1,21,0,0,1,1
6,4,9,218,S,1,26,1,1,0,1
7,4,9,218,S,1,4,0,0,0,0
8,4,9,218,U,1,26
9,4,9,218,U,1,26
10,4,9,218,U,1,25
11,4,9,218,S,1,4,0,0,0,0
12,4,9,218,S,1,8,1,0,0,0
# Satisfied = 6. # Unsatisfied = 4
Max Sat Time = 26. Max Unsat Time = 31
Ave Sat Time = 7.0. Ave UnSat Time = 10.8
13,8,18,236,U,1,484
14,8,18,236,S,1,448,0,1,0,0,1,1,1,1
15,8,18,236,U,1,575
16,8,18,236,U,1,433
17,8,18,236,S,1,102,1,0,0,0,0,0,1,0
18,8,18,236,U,1,437
19,8,18,236,S,1,191,0,1,1,0,0,1,1,0
20,8,18,236,U,1,445
21,8,18,236,U,1,383
22,8,18,236,S,1,166,1,1,1,0,1,0,1,0
# Satisfied = 4. # Unsatisfied = 6
Max Sat Time = 448. Max Unsat Time = 575
Ave Sat Time = 90.7. Ave UnSat Time = 275.7
23,12,20,240,U,1,6181
24,12,20,240,U,1,5984
25,12,20,240,S,1,144,1,0,1,1,0,0,1,0,0,0,0,0
26,12,20,240,U,1,7002
27,12,20,240,U,1,5646
28,12,20,240,S,1,1687,1,0,1,0,0,0,0,0,0,0,1,0
29,12,20,240,S,1,1458,0,0,1,1,1,0,1,1,0,1,0,0
30,12,20,240,S,1,3380,0,0,1,1,0,0,1,1,1,1,1,0
31,12,20,240,S,1,3857,1,0,0,0,1,0,0,1,0,0,0,1
32,12,20,240,S,1,621,0,0,1,0,1,0,0,0,1,0,0,0
# Satisfied = 6. # Unsatisfied = 4
Max Sat Time = 3857. Max Unsat Time = 7002
Ave Sat Time = 1114.7. Ave UnSat Time = 2481.3
33,16,30,260,S,1,108081,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1
34,16,30,260,S,1,103119,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
35,16,30,260,U,1,89803
36,16,30,260,S,1,107591,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1
37,16,30,260,U,1,96152
38,16,30,260,U,1,127641
39,16,30,260,S,1,37857,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,30,260,U,1,112043
41,16,30,260,U,1,131918
42,16,30,260,U,1,137904
# Satisfied = 4. # Unsatisfied = 6
Max Sat Time = 108081. Max Unsat Time = 137904
Ave Sat Time = 35664.8. Ave UnSat Time = 69546.1
43,18,32,264,U,1,420181
44,18,32,264,U,1,387692
45,18,32,264,U,1,409388
46,18,32,264,S,1,61967,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
47,18,32,264,S,1,100726,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
48,18,32,264,S,1,36129,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49,18,32,264,U,1,467817
50,18,32,264,S,1,2645,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,18,32,264,U,1,385334
52,18,32,264,U,1,378326
# Satisfied = 4. # Unsatisfied = 6
Max Sat Time = 100726. Max Unsat Time = 467817
Ave Sat Time = 20146.7. Ave UnSat Time = 244873.8
53,20,33,266,S,1,693336,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
54,20,33,266,U,1,1871184
55,20,33,266,S,1,803104,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0
56,20,33,266,U,1,1891195
57,20,33,266,U,1,1778610
58,20,33,266,S,1,763951,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
59,20,33,266,U,1,1755310
60,20,33,266,S,1,79304,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
61,20,33,266,S,1,1525158,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
62,20,33,266,S,1,938223,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
# Satisfied = 6. # Unsatisfied = 4
Max Sat Time = 1525158. Max Unsat Time = 1891195
Ave Sat Time = 480307.6. Ave UnSat Time = 729629.9
63,22,38,276,S,1,5421826,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1
64,22,38,276,U,1,5977272
65,22,38,276,U,1,7512500
66,22,38,276,U,1,6997230
67,22,38,276,S,1,6270415,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
68,22,38,276,U,1,8229945
69,22,38,276,U,1,7539214
70,22,38,276,U,1,6984522
71,22,38,276,S,1,975383,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
72,22,38,276,U,1,7034573
# Satisfied = 3. # Unsatisfied = 7
Max Sat Time = 6270415. Max Unsat Time = 8229945
Ave Sat Time = 1266762.4. Ave UnSat Time = 5027525.6
73,24,43,286,S,1,3030965,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
74,24,43,286,S,1,23315028,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
75,24,43,286,S,1,5073045,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
76,24,43,286,S,1,2285653,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
77,24,43,286,S,1,15317672,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
78,24,43,286,U,1,28602391
79,24,43,286,S,1,11195572,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
80,24,43,286,S,1,243700,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
81,24,43,286,U,1,30968064
82,24,43,286,S,1,26719623,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
# Satisfied = 8. # Unsatisfied = 2
Max Sat Time = 26719623. Max Unsat Time = 30968064
Ave Sat Time = 8718125.8. Ave UnSat Time = 5957045.5
83,26,45,290,U,1,122516748
84,26,45,290,U,1,116046210
85,26,45,290,S,1,6620667,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
86,26,45,290,U,1,107585699
87,26,45,290,S,1,32379290,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0
88,26,45,290,U,1,116290525
89,26,45,290,U,1,109696057
90,26,45,290,U,1,113562882
91,26,45,290,U,1,116619976
92,26,45,290,S,1,59516495,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0
# Satisfied = 3. # Unsatisfied = 7
Max Sat Time = 59516495. Max Unsat Time = 122516748
